path	verdict	reason
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/gradio/templates/frontend/assets/ApiDocs-DR5fBl-S.js	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/gradio/templates/frontend/assets/ApiDocs-DR5fBl-S.js.map	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/gradio/templates/frontend/assets/clike-Cr_nJiF2.js	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/gradio/templates/frontend/assets/clike-Cr_nJiF2.js.map	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/gradio/templates/frontend/assets/dumpTools-D-Ou7V4a.js	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/gradio/templates/frontend/assets/dumpTools-D-Ou7V4a.js.map	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/gradio/templates/frontend/assets/environmentTextureTools-D4Pq9d-x.js	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/gradio/templates/frontend/assets/environmentTextureTools-D4Pq9d-x.js.map	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/gradio/templates/frontend/assets/index-DtZsi8YU.js.map	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/gradio/templates/frontend/assets/vega-tooltip.module-BpJY3oYx.js	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/gradio/templates/frontend/assets/vega-tooltip.module-BpJY3oYx.js.map	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/gradio/templates/frontend/assets/webgpuEngine-FX0uBCWy.js.map	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/gradio_client/client.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/httpx/_client.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/huggingface_hub/cli/_cli_utils.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/huggingface_hub/commands/_cli_utils.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/huggingface_hub/commands/huggingface_cli.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/huggingface_hub/inference/_client.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/huggingface_hub/inference/_generated/_async_client.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/huggingface_hub/inference/_mcp/_cli_hacks.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/huggingface_hub/inference/_mcp/agent.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/huggingface_hub/inference/_mcp/cli.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/huggingface_hub/inference/_mcp/mcp_client.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/jsonschema/cli.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/jsonschema/tests/test_cli.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/mpmath/usertools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/networkx/algorithms/approximation/clique.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/networkx/algorithms/approximation/tests/test_clique.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/networkx/algorithms/clique.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/networkx/algorithms/community/kclique.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/networkx/algorithms/community/tests/test_kclique.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/networkx/algorithms/tests/test_clique.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/networkx/algorithms/tests/test_max_weight_clique.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numba/core/runtime/nrt.cpp	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numba/core/runtime/nrt.h	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numba/tests/pycc_distutils_usecase/setup_setuptools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numba/tests/pycc_distutils_usecase/setup_setuptools_nested.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numba/tests/test_cli.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numpy/_configtool.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numpy/_configtool.pyi	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numpy/_core/strings.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numpy/lib/_iotools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numpy/lib/_iotools.pyi	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numpy/lib/_ufunclike_impl.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numpy/lib/_ufunclike_impl.pyi	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numpy/lib/tests/test__iotools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numpy/lib/tests/test_ufunclike.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numpy/tests/test_configtool.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numpy/typing/tests/data/fail/ufunclike.pyi	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numpy/typing/tests/data/pass/ufunclike.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/numpy/typing/tests/data/reveal/ufunclike.pyi	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pandas/io/clipboards.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pandas/plotting/_matplotlib/tools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pandas/tests/copy_view/test_clip.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pandas/tests/frame/methods/test_clip.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pandas/tests/indexes/period/test_tools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pandas/tests/io/formats/style/test_tooltip.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pandas/tests/io/test_clipboard.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pandas/tests/series/methods/test_clip.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pandas/util/_doctools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pip/_internal/utils/setuptools_build.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pip/_vendor/rich/prompt.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pydantic/deprecated/tools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pydantic/tools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pydantic/v1/tools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pygments/lexers/pddl.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/pygments/lexers/sql.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/rdflib/namespace/_SDO.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/rich/prompt.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/scipy/signal/_arraytools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/scipy/signal/_signaltools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/scipy/signal/_sigtools.cpython-313-darwin.so	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/scipy/signal/signaltools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/scipy/signal/tests/test_array_tools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/scipy/signal/tests/test_signaltools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/scipy/sparse/_csparsetools.cpython-313-darwin.so	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/scipy/sparse/_sparsetools.cpython-313-darwin.so	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/scipy/sparse/csgraph/_tools.cpython-313-darwin.so	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/scipy/sparse/sparsetools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/scipy/sparse/tests/test_sparsetools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/scipy/spatial/tests/data/pdist-euclidean-ml-iris.txt	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/scipy/spatial/tests/data/pdist-euclidean-ml.txt	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/scipy/spatial/tests/data/pdist-seuclidean-ml-iris.txt	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/scipy/spatial/tests/data/pdist-seuclidean-ml.txt	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/_distutils/command/build_clib.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/_distutils/tests/test_build_clib.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/_itertools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/_vendor/importlib_metadata/_functools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/_vendor/importlib_metadata/_itertools.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/_vendor/typeguard-4.3.0.dist-info/METADATA	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/_vendor/typeguard/__init__.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/_vendor/typeguard/_config.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/_vendor/typeguard/_decorators.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/_vendor/typeguard/_exceptions.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/_vendor/typeguard/_importhook.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/_vendor/typeguard/_pytest_plugin.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/_vendor/typeguard/_transformer.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/_vendor/wheel/_setuptools_logging.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/cli-32.exe	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/cli-64.exe	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/cli-arm64.exe	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/cli.exe	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/command/build_clib.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/config/setuptools.schema.json	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
/Users/josephwecker-v2/src-ext/Kokoro-82M-WebUI/MyEnv/lib/python3.13/site-packages/setuptools/tests/test_build_clib.py	dismissed	inside build/vendor/cache dir — compiled or third-party dependency artifact, no authored prose
